Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
12503 Greenwood Av N,Aid Response Yellow,11/07/2015 10:25:00 AM +0000,47.719619,-122.355539,"(47.719619, -122.355539)",F150127759
13000 Linden Av N,Aid Response Yellow,11/07/2015 04:47:00 AM +0000,47.723218,-122.348195,"(47.723218, -122.348195)",F150127672
12505 Greenwood Av N,Aid Response Yellow,11/07/2015 02:52:00 AM +0000,47.719638,-122.355539,"(47.719638, -122.355539)",F150127624
13000 Linden Av N,Aid Response Yellow,11/07/2015 02:16:00 AM +0000,47.723218,-122.348195,"(47.723218, -122.348195)",F150127608
13000 Linden Av N,Aid Response Yellow,11/06/2015 09:39:00 PM +0000,47.723218,-122.348195,"(47.723218, -122.348195)",F150127512
7715 24th Av Nw,Aid Response Yellow,11/06/2015 08:56:00 PM +0000,47.685057,-122.387585,"(47.685057, -122.387585)",F150127497
120 6th Av S,Aid Response Yellow,11/06/2015 07:13:00 PM +0000,47.601539,-122.326352,"(47.601539, -122.326352)",F150127469
3815 S Othello St,Aid Response Yellow,11/06/2015 05:36:00 PM +0000,47.537037,-122.284506,"(47.537037, -122.284506)",F150127448
1118 5th Av,Aid Response Yellow,11/06/2015 03:02:00 PM +0000,47.60739,-122.332564,"(47.60739, -122.332564)",F150127412
400 1st Av N,Aid Response Yellow,11/06/2015 02:29:00 PM +0000,47.622498,-122.355421,"(47.622498, -122.355421)",F150127403
14002 Linden Av N,Aid Response Yellow,11/06/2015 04:51:00 AM +0000,47.730569,-122.347758,"(47.730569, -122.347758)",F150127306
3246 Ne 96th St,Aid Response Yellow,11/05/2015 11:09:00 PM +0000,47.698331,-122.29219,"(47.698331, -122.29219)",F150127193
5000 Sand Point Pl Ne,Aid Response Yellow,11/05/2015 08:56:00 PM +0000,47.664892,-122.281941,"(47.664892, -122.281941)",F150127150
14396 30th Av Ne,Aid Response Yellow,11/05/2015 02:17:00 PM +0000,47.732881,-122.296531,"(47.732881, -122.296531)",F150127001
2102 3rd Av W,Aid Response Yellow,11/05/2015 07:15:00 AM +0000,47.637253,-122.360961,"(47.637253, -122.360961)",F150126935
565 Lee St,Aid Response Yellow,11/05/2015 03:59:00 AM +0000,47.631409,-122.345859,"(47.631409, -122.345859)",F150126852
747 N 135th St,Aid Response Yellow,11/04/2015 10:49:00 PM +0000,47.726864,-122.348012,"(47.726864, -122.348012)",F150126758
6663 Carleton Av S,Aid Response Yellow,11/04/2015 08:29:00 PM +0000,47.543629,-122.321353,"(47.543629, -122.321353)",F150126699
9816 9th Av Nw,Aid Response Yellow,11/04/2015 03:16:00 PM +0000,47.700682,-122.368733,"(47.700682, -122.368733)",F150126613
13017 8th Av Ne,Aid Response Yellow,11/04/2015 01:48:00 AM +0000,47.723624,-122.320836,"(47.723624, -122.320836)",F150126436
3232 21st Av W,Aid Response Yellow,11/04/2015 12:47:00 AM +0000,47.648749,-122.383359,"(47.648749, -122.383359)",F150126416
3020 E Republican St,Aid Response Yellow,11/03/2015 07:20:00 PM +0000,47.623662,-122.292898,"(47.623662, -122.292898)",F150126278
5723 S Bangor St,Aid Response Yellow,11/03/2015 06:58:00 PM +0000,47.506117,-122.261074,"(47.506117, -122.261074)",F150126267
1374 Alki Av Sw,Aid Response Yellow,11/03/2015 06:07:00 PM +0000,47.591328,-122.392213,"(47.591328, -122.392213)",F150126251
747 N 135th St,Aid Response Yellow,11/03/2015 02:57:00 PM +0000,47.726864,-122.348012,"(47.726864, -122.348012)",F150126191
9200 2nd Av Sw,Aid Response Yellow,11/03/2015 04:30:00 AM +0000,47.521244,-122.336301,"(47.521244, -122.336301)",F150126081
9200 2nd Av Sw,Aid Response Yellow,11/02/2015 11:36:00 PM +0000,47.521244,-122.336301,"(47.521244, -122.336301)",F150125972
6213 Roosevelt Way Ne,Aid Response Yellow,11/02/2015 11:26:00 PM +0000,47.673436,-122.317363,"(47.673436, -122.317363)",F150125966
2834 Nw 57th St,Aid Response Yellow,11/02/2015 07:34:00 PM +0000,47.670193,-122.393337,"(47.670193, -122.393337)",F150125882
2119 3rd Av,Aid Response Yellow,11/02/2015 04:02:00 PM +0000,47.613308,-122.342432,"(47.613308, -122.342432)",F150125817
510 Minor Av N,Aid Response Yellow,11/02/2015 03:57:00 PM +0000,47.623222,-122.333001,"(47.623222, -122.333001)",F150125816
11301 3rd Av Ne,Aid Response Yellow,11/02/2015 08:56:00 AM +0000,47.71049,-122.326004,"(47.71049, -122.326004)",F150125739
9457 25TH AV SW,Aid Response Yellow,11/02/2015 04:37:00 AM +0000,47.518667,-122.364559,"(47.518667, -122.364559)",F150125690
9457 25th Av Sw,Aid Response Yellow,11/01/2015 11:17:00 PM +0000,47.518667,-122.364559,"(47.518667, -122.364559)",F150125598
9455 27th Av Sw,Aid Response Yellow,11/01/2015 10:38:00 PM +0000,47.518178,-122.367277,"(47.518178, -122.367277)",F150125578
747 N 135th St,Aid Response Yellow,11/01/2015 10:34:00 PM +0000,47.726864,-122.348012,"(47.726864, -122.348012)",F150125575
2215 1st Av,Aid Response Yellow,11/01/2015 10:24:00 PM +0000,47.612716,-122.345399,"(47.612716, -122.345399)",F150125572
2221 Gilman Dr W,Aid Response Yellow,11/01/2015 06:01:00 PM +0000,47.639592,-122.373686,"(47.639592, -122.373686)",F150125500
8606 35th Av Ne,Aid Response Yellow,11/01/2015 08:54:00 AM +0000,47.690963,-122.290694,"(47.690963, -122.290694)",F150125411
608 Randolph Pl,Aid Response Yellow,11/01/2015 01:43:00 AM +0000,47.606848,-122.28593,"(47.606848, -122.28593)",F150125229
13035 15th Av Ne,Aid Response Yellow,10/31/2015 05:56:00 AM +0000,47.724199,-122.31266,"(47.724199, -122.31266)",F150124945
510 Minor Av N,Aid Response Yellow,10/31/2015 03:20:00 AM +0000,47.623222,-122.333001,"(47.623222, -122.333001)",F150124907
10243 65th Av S,Aid Response Yellow,10/30/2015 05:39:00 PM +0000,47.509382,-122.252366,"(47.509382, -122.252366)",F150124672
516 N 84th St,Aid Response Yellow,10/30/2015 03:10:00 PM +0000,47.689836,-122.352384,"(47.689836, -122.352384)",F150124593
3603 47th Av Sw,Aid Response Yellow,10/30/2015 11:08:00 AM +0000,47.572041,-122.392087,"(47.572041, -122.392087)",F150124550
13749 35th Av Ne,Aid Response Yellow,10/30/2015 08:29:00 AM +0000,47.728577,-122.290962,"(47.728577, -122.290962)",F150124531
325 9th Av,Aid Response Yellow,10/30/2015 04:58:00 AM +0000,47.603588,-122.322949,"(47.603588, -122.322949)",F150124498
308 4th Av S,Aid Response Yellow,10/29/2015 11:18:00 PM +0000,47.599968,-122.328965,"(47.599968, -122.328965)",F150124356
516 N 84th St,Aid Response Yellow,10/29/2015 10:31:00 PM +0000,47.689836,-122.352384,"(47.689836, -122.352384)",F150124334
3005 Nw 92nd St,Aid Response Yellow,10/29/2015 08:31:00 PM +0000,47.696023,-122.395913,"(47.696023, -122.395913)",F150124291
1100 Minor Av,Aid Response Yellow,10/29/2015 07:36:00 PM +0000,47.610516,-122.324681,"(47.610516, -122.324681)",F150124263
725 9th Av,Aid Response Yellow,10/29/2015 04:37:00 PM +0000,47.606444,-122.325563,"(47.606444, -122.325563)",F150124200
10227 59th Av S,Aid Response Yellow,10/29/2015 01:36:00 PM +0000,47.508865,-122.259433,"(47.508865, -122.259433)",F150124146
2301 Fairview Av E,Aid Response Yellow,10/29/2015 03:16:00 AM +0000,47.639727,-122.329379,"(47.639727, -122.329379)",F150124040
14100 Linden Av N,Aid Response Yellow,10/28/2015 10:16:00 PM +0000,47.73104,-122.347764,"(47.73104, -122.347764)",F150123932
5523 13th Av S,Aid Response Yellow,10/28/2015 08:23:00 PM +0000,47.553338,-122.316139,"(47.553338, -122.316139)",F150123895
1100 Minor Av,Aid Response Yellow,10/28/2015 07:47:00 PM +0000,47.610516,-122.324681,"(47.610516, -122.324681)",F150123885
747 N 87th St,Aid Response Yellow,10/28/2015 04:13:00 PM +0000,47.692026,-122.349286,"(47.692026, -122.349286)",F150123804
2550 Thorndyke Av W,Aid Response Yellow,10/28/2015 07:12:00 AM +0000,47.642154,-122.385152,"(47.642154, -122.385152)",F150123718
516 N 84th St,Aid Response Yellow,10/28/2015 05:42:00 AM +0000,47.689836,-122.352384,"(47.689836, -122.352384)",F150123700
2102 3rd Av W,Aid Response Yellow,10/28/2015 04:14:00 AM +0000,47.637253,-122.360961,"(47.637253, -122.360961)",F150123674
2010 S Jackson St,Aid Response Yellow,10/27/2015 06:49:00 PM +0000,47.599258,-122.305807,"(47.599258, -122.305807)",F150123475
805 4th Av N,Aid Response Yellow,10/27/2015 05:00:00 PM +0000,47.626322,-122.348863,"(47.626322, -122.348863)",F150123444
600 1st Av N,Aid Response Yellow,10/27/2015 11:16:00 AM +0000,47.624578,-122.355404,"(47.624578, -122.355404)",F150123381
2400 4th Av,Aid Response Yellow,10/27/2015 04:01:00 AM +0000,47.616138,-122.345235,"(47.616138, -122.345235)",F150123313
4058 Sw Donovan St,Aid Response Yellow,10/27/2015 02:22:00 AM +0000,47.52523,-122.384399,"(47.52523, -122.384399)",F150123276
10714 9th Av Nw,Aid Response Yellow,10/27/2015 12:54:00 AM +0000,47.706961,-122.368223,"(47.706961, -122.368223)",F150123246
1718 Alki Av Sw,Aid Response Yellow,10/27/2015 12:13:00 AM +0000,47.588209,-122.395625,"(47.588209, -122.395625)",F150123231
3036 16th Av W,Aid Response Yellow,10/26/2015 10:08:00 PM +0000,47.647456,-122.377494,"(47.647456, -122.377494)",F150123188
415 10th Av,Aid Response Yellow,10/26/2015 08:58:00 PM +0000,47.605346,-122.319413,"(47.605346, -122.319413)",F150123159
13716 Lake City Way Ne,Aid Response Yellow,10/26/2015 05:48:00 PM +0000,47.72838,-122.292253,"(47.72838, -122.292253)",F150123091
7520 East Green Lake Dr N,Aid Response Yellow,10/26/2015 04:19:00 PM +0000,47.68269,-122.330864,"(47.68269, -122.330864)",F150123065
2301 Fairview Av E,Aid Response Yellow,10/26/2015 09:54:00 AM +0000,47.639727,-122.329523,"(47.639727, -122.329523)",F150123021
14100 Linden Av N,Aid Response Yellow,10/26/2015 07:11:00 AM +0000,47.73104,-122.347764,"(47.73104, -122.347764)",F150122998
2428 Nw Market St,Aid Response Yellow,10/26/2015 02:35:00 AM +0000,47.668677,-122.387926,"(47.668677, -122.387926)",F150122927
400 S Washington St,Aid Response Yellow,10/25/2015 10:24:00 PM +0000,47.600875,-122.328963,"(47.600875, -122.328963)",F150122839
1100 Minor Av,Aid Response Yellow,10/25/2015 09:18:00 PM +0000,47.610516,-122.324681,"(47.610516, -122.324681)",F150122822
14396 30th Av Ne,Aid Response Yellow,10/25/2015 06:06:00 PM +0000,47.732881,-122.296531,"(47.732881, -122.296531)",F150122751
2102 3rd Av W,Aid Response Yellow,10/25/2015 04:46:00 PM +0000,47.637253,-122.360961,"(47.637253, -122.360961)",F150122733
1100 Minor Av,Aid Response Yellow,10/25/2015 03:09:00 PM +0000,47.610516,-122.324681,"(47.610516, -122.324681)",F150122702
2301 Fairview Av E,Aid Response Yellow,10/25/2015 01:25:00 PM +0000,47.639727,-122.329523,"(47.639727, -122.329523)",F150122683
2301 Fairview Av E,Aid Response Yellow,10/25/2015 09:28:00 AM +0000,47.639727,-122.329523,"(47.639727, -122.329523)",F150122642
14100 Linden Av N,Aid Response Yellow,10/25/2015 07:52:00 AM +0000,47.73104,-122.347764,"(47.73104, -122.347764)",F150122624
2221 Gilman Dr W,Aid Response Yellow,10/25/2015 06:25:00 AM +0000,47.639592,-122.373686,"(47.639592, -122.373686)",F150122607
535 S Trenton St,Aid Response Yellow,10/25/2015 04:43:00 AM +0000,47.52478,-122.327765,"(47.52478, -122.327765)",F150122594
1421 Minor Av,Aid Response Yellow,10/25/2015 12:34:00 AM +0000,47.613011,-122.326948,"(47.613011, -122.326948)",F150122535
6714 15th Av Nw,Aid Response Yellow,10/24/2015 10:31:00 PM +0000,47.677845,-122.376764,"(47.677845, -122.376764)",F150122491
4126 24th Pl S,Aid Response Yellow,10/24/2015 10:28:00 PM +0000,47.564303,-122.301519,"(47.564303, -122.301519)",F150122488
6709 25th Av Nw,Aid Response Yellow,10/24/2015 08:32:00 PM +0000,47.677728,-122.388653,"(47.677728, -122.388653)",F150122455
5650 24th Av Nw,Aid Response Yellow,10/24/2015 07:34:00 PM +0000,47.669822,-122.387587,"(47.669822, -122.387587)",F150122439
2024 3rd Av,Aid Response Yellow,10/24/2015 01:55:00 PM +0000,47.612578,-122.341197,"(47.612578, -122.341197)",F150122374
12507 Greenwood Av N,Aid Response Yellow,10/24/2015 03:19:00 AM +0000,47.719656,-122.355539,"(47.719656, -122.355539)",F150122229
14100 Linden Av N,Aid Response Yellow,10/23/2015 11:27:00 PM +0000,47.73104,-122.347764,"(47.73104, -122.347764)",F150122152
2904 S Hill St,Aid Response Yellow,10/23/2015 10:50:00 PM +0000,47.584482,-122.295065,"(47.584482, -122.295065)",F150122143
2425 33rd Av W,Aid Response Yellow,10/23/2015 06:56:00 PM +0000,47.639795,-122.399626,"(47.639795, -122.399626)",F150122066
6135 35TH AV S,Aid Response Yellow,10/23/2015 06:32:00 PM +0000,47.546102,-122.289002,"(47.546102, -122.289002)",F150122057
533 3rd Av W,Aid Response Yellow,10/23/2015 01:21:00 PM +0000,47.623717,-122.360635,"(47.623717, -122.360635)",F150121970
14100 Linden Av N,Aid Response Yellow,10/23/2015 12:32:00 PM +0000,47.73104,-122.347764,"(47.73104, -122.347764)",F150121967
1100 Minor Av,Aid Response Yellow,10/23/2015 01:21:00 AM +0000,47.610516,-122.324681,"(47.610516, -122.324681)",F150121815
2108 10th Av W,Aid Response Yellow,10/22/2015 11:49:00 PM +0000,47.637803,-122.370328,"(47.637803, -122.370328)",F150121792
837 Nw Market St,Aid Response Yellow,10/22/2015 09:33:00 PM +0000,47.668656,-122.367069,"(47.668656, -122.367069)",F150121739
516 N 84th St,Aid Response Yellow,10/22/2015 01:11:00 PM +0000,47.689836,-122.352384,"(47.689836, -122.352384)",F150121473
431 Nw 100th Pl,Aid Response Yellow,10/22/2015 02:31:00 AM +0000,47.702746,-122.363403,"(47.702746, -122.363403)",F150121356
11047 2nd Av Ne,Aid Response Yellow,10/21/2015 11:33:00 PM +0000,47.709241,-122.32731,"(47.709241, -122.32731)",F150121306
94 Bay St,Aid Response Yellow,10/21/2015 09:34:00 PM +0000,47.618412,-122.355206,"(47.618412, -122.355206)",F150121258
9038 21st Av Sw,Aid Response Yellow,10/21/2015 08:37:00 PM +0000,47.522509,-122.360497,"(47.522509, -122.360497)",F150121241
1401 12th Av,Aid Response Yellow,10/21/2015 08:31:00 PM +0000,47.612889,-122.316733,"(47.612889, -122.316733)",F150121239
1100 Minor Av,Aid Response Yellow,10/21/2015 06:49:00 PM +0000,47.610516,-122.324681,"(47.610516, -122.324681)",F150121201
Alaskan Way / Columbia St,Aid Response Yellow,10/21/2015 06:22:00 PM +0000,47.602348,-122.337148,"(47.602348, -122.337148)",F150121171
Yesler Way / 2nd Av,Aid Response Yellow,10/21/2015 06:21:00 PM +0000,47.601719,-122.331984,"(47.601719, -122.331984)",F150121172
14002 Linden Av N,Aid Response Yellow,10/21/2015 03:23:00 PM +0000,47.730569,-122.347758,"(47.730569, -122.347758)",F150121107
101 27th Av,Aid Response Yellow,10/21/2015 01:08:00 AM +0000,47.601658,-122.297864,"(47.601658, -122.297864)",F150120873
53rd Av Ne / West Laurel Dr Ne,Aid Response Yellow,10/20/2015 10:38:00 PM +0000,47.661566,-122.271234,"(47.661566, -122.271234)",F150120816
9823 Arrowsmith Av S,Aid Response Yellow,10/20/2015 08:13:00 PM +0000,47.51383,-122.252918,"(47.51383, -122.252918)",F150120764
708 N 35th St,Aid Response Yellow,10/20/2015 07:02:00 PM +0000,47.650461,-122.349739,"(47.650461, -122.349739)",F150120725
1701 S Massachusetts St,Aid Response Yellow,10/20/2015 05:21:00 PM +0000,47.588433,-122.310534,"(47.588433, -122.310534)",F150120693
6201 22nd Av Nw,Aid Response Yellow,10/20/2015 01:13:00 PM +0000,47.673829,-122.384741,"(47.673829, -122.384741)",F150120649
6555 Sylvan Way Sw,Aid Response Yellow,10/20/2015 09:16:00 AM +0000,47.543547,-122.371009,"(47.543547, -122.371009)",F150120623
6341 5th Av Ne,Aid Response Yellow,10/20/2015 09:00:00 AM +0000,47.674663,-122.323407,"(47.674663, -122.323407)",F150120619
3716 Ne 75th St,Aid Response Yellow,10/20/2015 02:43:00 AM +0000,47.683046,-122.288274,"(47.683046, -122.288274)",F150120545
1517 N 110th St,Aid Response Yellow,10/20/2015 12:39:00 AM +0000,47.708672,-122.338429,"(47.708672, -122.338429)",F150120501
12539 39th Av Ne,Aid Response Yellow,10/19/2015 06:01:00 PM +0000,47.719545,-122.286297,"(47.719545, -122.286297)",F150120356
13716 Lake City Way Ne,Aid Response Yellow,10/19/2015 05:37:00 PM +0000,47.72838,-122.292253,"(47.72838, -122.292253)",F150120350
531 Ne 112th St,Aid Response Yellow,10/19/2015 04:04:00 PM +0000,47.709995,-122.32296,"(47.709995, -122.32296)",F150120320
3417 28th Av W,Aid Response Yellow,10/19/2015 08:43:00 AM +0000,47.650603,-122.392891,"(47.650603, -122.392891)",F150120227
1150 Fairview Av N,Aid Response Yellow,10/19/2015 06:20:00 AM +0000,47.629234,-122.330242,"(47.629234, -122.330242)",F150120202
725 9th Av,Aid Response Yellow,10/19/2015 05:08:00 AM +0000,47.606444,-122.325563,"(47.606444, -122.325563)",F150120183
3421 Woodland Park Av N,Aid Response Yellow,10/19/2015 01:51:00 AM +0000,47.64892,-122.34404,"(47.64892, -122.34404)",F150120102
7942 16th Av Sw,Aid Response Yellow,10/18/2015 10:05:00 PM +0000,47.531488,-122.355047,"(47.531488, -122.355047)",F150120022
747 N 135th St,Aid Response Yellow,10/18/2015 05:15:00 PM +0000,47.726864,-122.348012,"(47.726864, -122.348012)",F150119937
2400 4th Av,Aid Response Yellow,10/18/2015 05:01:00 AM +0000,47.616138,-122.345235,"(47.616138, -122.345235)",F150119781
7 Highland Dr,Aid Response Yellow,10/18/2015 01:34:00 AM +0000,47.629573,-122.356567,"(47.629573, -122.356567)",F150119704
3204 Sw Morgan St,Aid Response Yellow,10/18/2015 01:33:00 AM +0000,47.544669,-122.373777,"(47.544669, -122.373777)",F150119702
4544 7th Av Ne,Aid Response Yellow,10/17/2015 07:26:00 PM +0000,47.662004,-122.320724,"(47.662004, -122.320724)",F150119566
510 Minor Av N,Aid Response Yellow,10/17/2015 06:06:00 PM +0000,47.623222,-122.333001,"(47.623222, -122.333001)",F150119539
4520 S Myrtle St,Aid Response Yellow,10/17/2015 04:33:00 PM +0000,47.538896,-122.276429,"(47.538896, -122.276429)",F150119522
4006 Sw Donovan St,Aid Response Yellow,10/17/2015 10:56:00 AM +0000,47.525171,-122.383135,"(47.525171, -122.383135)",F150119457
2121 26th Av S,Aid Response Yellow,10/17/2015 06:36:00 AM +0000,47.584234,-122.299024,"(47.584234, -122.299024)",F150119391
2400 4th Av,Aid Response Yellow,10/17/2015 04:14:00 AM +0000,47.616138,-122.345235,"(47.616138, -122.345235)",F150119362
11 W Aloha St,Aid Response Yellow,10/17/2015 03:41:00 AM +0000,47.627192,-122.356823,"(47.627192, -122.356823)",F150119354
6052 34th Av Ne,Aid Response Yellow,10/17/2015 12:50:00 AM +0000,47.672621,-122.291143,"(47.672621, -122.291143)",F150119283
